"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"244","Varicella","2 Doses (or disease history)","States","Hawaii","2012-13","NReq","20104","6.7","NULL","NULL","2-stage Cluster Sample"
"245","Varicella","2 Doses (or disease history)","States","North Carolina","2012-13","NReq","130612","97.3","NULL","NULL","Census"
"246","Varicella","2 Doses (or disease history)","States","New York","2012-13","NReq","239484","100","*. ‡","NULL","Census"
"247","Varicella","2 Doses (or disease history)","States","New Jersey","2012-13","NReq","122516","96.7","‡","NULL","Census"
"248","Varicella","2 Doses (or disease history)","States","New Hampshire","2012-13",NA,"12943","99.2","NULL","NULL","Census"
"249","Varicella","2 Doses (or disease history)","States","Montana","2012-13","NReq","12516","95.8","NULL","NULL","Census"
"250","Varicella","2 Doses (or disease history)","States","Nevada","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"251","Varicella","2 Doses (or disease history)","States","Wyoming","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"252","Varicella","2 Doses (or disease history)","States","Wisconsin","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"253","Varicella","2 Doses (or disease history)","States","West Virginia","2010-11",NA,"NULL","NULL","NULL","NULL",NA
"254","Varicella","2 Doses (or disease history)","States","New Hampshire","2013-14","94.7","13240","100","≥. *","NULL","Census"
"255","Varicella","2 Doses (or disease history)","States","Rhode Island","2013-14","94.7","11521","99.1","‡","NULL","Census"
"256","Varicella","2 Doses (or disease history)","States","Nebraska","2013-14","94.9","27000","97.3","‡","NULL","Census"
"257","Varicella","2 Doses (or disease history)","States","Tennessee","2013-14","94.9","80212","99.8","≥","NULL","Census"
"258","Varicella","2 Doses (or disease history)","States","South Dakota","2013-14","95.3","12566","100","*","NULL","Census"
"259","Varicella","2 Doses (or disease history)","States","West Virginia","2013-14","95.5","22814","84.7","NULL","NULL","Voluntary response"
"260","Varicella","2 Doses (or disease history)","States","Ohio","2013-14","95.7","150000","92.5","NULL","NULL","Census"
"261","Varicella","2 Doses (or disease history)","States","Louisiana","2013-14","96.1","63976","100","*","NULL","Census"
"262","Varicella","2 Doses (or disease history)","States","Delaware","2013-14","96.4","11997","12.2","≥","NULL","Stratified  2-stage cluster sample"
"263","Varicella","2 Doses (or disease history)","States","Connecticut","2013-14","96.7","40978","100","*","NULL","Census"
"264","Varicella","2 Doses (or disease history)","States","Texas","2013-14","97.2","409255","97.1","‡","NULL","Census"
"265","Varicella","2 Doses (or disease history)","States","Mississippi","2013-14","99.7","45719","100","≥. *","NULL","Census"
"266","Varicella","2 Doses (or disease history)","States","Wyoming","2013-14",NA,"NULL","NULL","NULL","NULL","Not conducted"
"267","Varicella","2 Doses (or disease history)","States","California","2013-14","NReq","548606","97.3","‡","NULL","Census"
"268","Varicella","2 Doses (or disease history)","States","Arizona","2013-14","NReq","89606","95.8","NULL","NULL","Census"
"269","Varicella","2 Doses (or disease history)","States","District of Columbia","2013-14",NA,"7856","100","*","NULL","Census"
"270","Varicella","2 Doses (or disease history)","States","Alabama","2013-14","NReq","76927","100","*. **","NULL","Census"
"271","Varicella","2 Doses (or disease history)","States","Hawaii","2013-14","NReq","20056","5.4","NULL","NULL","Stratified  2-stage cluster sample"
"272","Varicella","2 Doses (or disease history)","States","Illinois","2013-14","NReq","163316","100","*","NULL","Census"
"273","Varicella","2 Doses (or disease history)","States","Maine","2013-14","NReq","15441","82.4","‡","NULL","Voluntary response"
"274","Varicella","2 Doses (or disease history)","States","Maryland","2013-14","NReq","75659","96.9","‡","NULL","Census"
"275","Varicella","2 Doses (or disease history)","States","Montana","2013-14","NReq","12855","95.4","NULL","NULL","Census"
"276","Varicella","2 Doses (or disease history)","States","New Jersey","2013-14","NReq","123085","95.4","≥. ‡","NULL","Census"
"277","Varicella","2 Doses (or disease history)","States","New York","2013-14","NReq","240318","100","*. ‡","NULL","Census"
"278","Varicella","2 Doses (or disease history)","States","North Carolina","2013-14","NReq","126084","97.7","NULL","NULL","Census"
"279","Varicella","2 Doses (or disease history)","States","Oklahoma","2013-14","NReq","57377","71.3","NULL","NULL","Voluntary response"
"280","Varicella","2 Doses (or disease history)","States","Oregon","2013-14","NReq","47649","100","*. ‡","NULL","Census"
"281","Varicella","2 Doses (or disease history)","States","Missouri","2014-15","95.3","75900","100","*","NULL","Census"
"282","Varicella","2 Doses (or disease history)","States","Rhode Island","2014-15","95.4","11163","98.9","‡","NULL","Census"
"283","Varicella","2 Doses (or disease history)","States","California","2011-12","NReq","542544","97.6","NULL","NULL","Census"
"284","Varicella","2 Doses (or disease history)","States","Illinois","2011-12","NReq","163311","100","*","NULL","Census"
"285","Varicella","2 Doses (or disease history)","States","District of Columbia","2011-12",NA,"6854","100","*","NULL","Census"
"286","Varicella","2 Doses (or disease history)","States","Hawaii","2011-12","NReq","19443","7.7","NULL","NULL","2-stage Cluster Sample"
"287","Varicella","2 Doses (or disease history)","States","Oklahoma","2011-12","NReq","52987","90.9","¶","NULL","Census"
"288","Varicella","2 Doses (or disease history)","States","Oregon","2011-12","NReq","45855","100","*","NULL","Census"
"289","Varicella","2 Doses (or disease history)","States","Colorado","2011-12","84","70142","0.5","NULL","NULL","Simple Random Sample"
"290","Varicella","2 Doses (or disease history)","States","Pennsylvania","2011-12","85.1","148042","99","NULL","NULL","Census"
"291","Varicella","2 Doses (or disease history)","States","Idaho","2011-12","85.8","22762","100","*","NULL","Census"
"292","Varicella","2 Doses (or disease history)","States","Kansas","2011-12","85.9","38402","52.7","†","NULL","Stratified 1-stage sample  (Public);  Census (Private)"
"293","Varicella","2 Doses (or disease history)","States","North Dakota","2011-12","88.9","8412","5.8","¶","NULL","Convenient"
"294","Varicella","2 Doses (or disease history)","States","West Virginia","2011-12","88.9","22449","94.9","NULL","NULL","Convenient"
"295","Varicella","2 Doses (or disease history)","States","California","2014-15","NReq","552583","96.9","‡","NULL","Census"
"296","Varicella","2 Doses (or disease history)","States","Montana","2014-15","NReq","12501","95.7","NULL","NULL","Census (public); Voluntary response (private)"
"297","Varicella","2 Doses (or disease history)","States","Arizona","2014-15","NReq","86153","98.3","NULL","NULL","Census"
"298","Varicella","2 Doses (or disease history)","States","New Jersey","2014-15","NReq","120471","93.9","‡","NULL","Census (public); Voluntary response (private)"
"299","Varicella","2 Doses (or disease history)","States","Alabama","2014-15","NReq","59660","100","*","NULL","Census"
"300","Varicella","2 Doses (or disease history)","States","North Carolina","2014-15","NReq","129792","95","NULL","NULL","Census (public). Voluntary response (private)"
"301","Varicella","2 Doses (or disease history)","States","Oklahoma","2014-15","NReq","56967","95.9","‡","NULL","Census"
"302","Varicella","2 Doses (or disease history)","States","Oregon","2014-15","NReq","46229","100","*. ‡","NULL","Census"
"303","Varicella","2 Doses (or disease history)","States","Utah","2014-15","NReq","50916","100","*","NULL","Census"
"304","Varicella","2 Doses (or disease history)","States","Colorado","2014-15","85.4","70597","0.5","NULL","NULL","Simple random sample"
"305","Varicella","2 Doses (or disease history)","States","Washington","2014-15","87.9","88809","96.7","NULL","NULL","Census (public); Voluntary response (private)"
"306","Varicella","2 Doses (or disease history)","States","Arkansas","2014-15","88","41252","95.9","‡","NULL","Census (public); Voluntary response (private)"
"307","Varicella","2 Doses (or disease history)","States","Idaho","2014-15","88.4","22968","100","*","NULL","Census"
"308","Varicella","2 Doses (or disease history)","States","Kansas","2014-15","88.9","39685","24.5","†.‡","NULL","Stratified 2-stage cluster sample"
"309","Varicella","2 Doses (or disease history)","States","North Dakota","2014-15","89.5","10017","99.9","NULL","NULL","Census"
"310","Varicella","2 Doses (or disease history)","States","District of Columbia","2014-15","89.5","7840","100","*","NULL","Census"
"311","Varicella","2 Doses (or disease history)","States","District of Columbia","2012-13",NA,"7842","100","*","NULL","Census"
"312","Varicella","2 Doses (or disease history)","States","California","2012-13","NReq","535523","99","‡","NULL","Census"
"313","Varicella","2 Doses (or disease history)","States","Arizona","2012-13","NReq","90054","97.6","NULL","NULL","Census"
"314","Varicella","2 Doses (or disease history)","States","Alaska","2012-13",NA,"10319","97.8","NULL","NULL","Census"
"315","Varicella","2 Doses (or disease history)","States","Alabama","2012-13","NReq","72929","100","* . ‡. **","NULL","Census"
"316","Varicella","2 Doses (or disease history)","States","Colorado","2012-13","84.6","70657","0.5","NULL","NULL","Simple Random Sample"
"317","Varicella","2 Doses (or disease history)","States","Arkansas","2012-13","84.8","43212","96.3","‡","NULL","Census"
"318","Varicella","2 Doses (or disease history)","States","Pennsylvania","2012-13","85.7","151364","97.5","NULL","NULL","Census"
"319","Varicella","2 Doses (or disease history)","States","Idaho","2012-13","86.6","23888","100","*","NULL","Census"
"320","Varicella","2 Doses (or disease history)","States","Kansas","2012-13","88.4","40738","31.8","†. ‡","NULL","Stratified 1-stage sample  (Public);  Census (Private)"
"321","Varicella","2 Doses (or disease history)","States","North Dakota","2012-13","88.5","9503","4.9","NULL","NULL","2-stage Cluster Sample"
"322","Varicella","2 Doses (or disease history)","States","Louisiana","2015-16","96.8","59159","100","*","NULL","Census"
"323","Varicella","2 Doses (or disease history)","States","North Carolina","2015-16","97","128290","92","‡.§","NULL","Census (public). Voluntary response (private)"
"324","Varicella","2 Doses (or disease history)","States","Texas","2015-16","97.2","394801","98.7","‡.§","NULL","Census (public); Voluntary response (private)"
"325","Varicella","2 Doses (or disease history)","States","Nebraska","2015-16","97.3","30409","100","*.‡","NULL","Census"
"326","Varicella","2 Doses (or disease history)","States","Delaware","2015-16","97.6","11589","9.5","NULL","NULL","Stratified 2-stage cluster sample"
"327","Varicella","2 Doses (or disease history)","States","Wisconsin","2012-13","91.1","72416","1.8","‡","NULL","2-stage Cluster Sample"
"328","Varicella","2 Doses (or disease history)","States","Virginia","2012-13","91.2","104826","4.2","NULL","NULL","2-stage Cluster Sample"
"329","Varicella","2 Doses (or disease history)","States","Alaska","2013-14","92.5","10222","9.3","†","NULL","Stratified  2-stage cluster sample"
"330","Varicella","2 Doses (or disease history)","States","Minnesota","2013-14","92.6","72087","98.5","‡","NULL","Census"
"331","Varicella","2 Doses (or disease history)","States","Michigan","2013-14","93","120297","100","*","NULL","Census"
"332","Varicella","2 Doses (or disease history)","States","Florida","2013-14","93.2","233797","100","≥. *. §","NULL","Census"
"333","Varicella","2 Doses (or disease history)","States","New Mexico","2013-14","93.4","30725","2.7","‡","NULL","Stratified  2-stage cluster sample"
"334","Varicella","2 Doses (or disease history)","States","Nevada","2013-14","93.6","35782","3.1","NULL","NULL","Stratified  2-stage cluster sample"
"335","Varicella","2 Doses (or disease history)","States","Massachusetts","2013-14","93.9","79894","97.9","‡","NULL","Census"
"336","Varicella","2 Doses (or disease history)","States","Georgia","2013-14","94","143988","100","≥. *","NULL","Census"
"337","Varicella","2 Doses (or disease history)","States","Missouri","2013-14","94.6","78140","100","*","NULL","Census"
"338","Varicella","2 Doses (or disease history)","States","Arkansas","2015-16","90.6","40258","95.6","‡","NULL","Census (public); Voluntary response (private)"
"339","Varicella","2 Doses (or disease history)","States","Ohio","2015-16","91.5","144604","93.7","NULL","NULL","Census (public); Voluntary response (private)"
"340","Varicella","2 Doses (or disease history)","States","Kentucky","2015-16","91.6","54353","99.5","‡.§","NULL","Census"
"341","Varicella","2 Doses (or disease history)","States","Iowa","2015-16","91.8","41215","100","≥.*","NULL","Census"
"342","Varicella","2 Doses (or disease history)","States","Vermont","2015-16","91.9","6366","100","*","NULL","Census"
"343","Varicella","2 Doses (or disease history)","States","Utah","2013-14","NReq","54779","100","*","NULL","Census"
"344","Varicella","2 Doses (or disease history)","States","Colorado","2013-14","81.7","69904","0.5","NULL","NULL","Random Sample"
"345","Varicella","2 Doses (or disease history)","States","Pennsylvania","2013-14","84","151253","100","*. ‡","NULL","Census"
"346","Varicella","2 Doses (or disease history)","States","Arkansas","2013-14","85.4","42649","96.3","NULL","NULL","Census"
"347","Varicella","2 Doses (or disease history)","States","Kansas","2013-14","85.5","41107","29","†. ‡","NULL","Stratified 1-stage sample (Public); Census (Private)"
"348","Varicella","2 Doses (or disease history)","States","Idaho","2013-14","86.5","23934","100","*","NULL","Census"
"349","Varicella","2 Doses (or disease history)","States","Washington","2013-14","88.4","89165","88.5","NULL","NULL","Voluntary response"
"350","Varicella","2 Doses (or disease history)","States","North Dakota","2013-14","89.4","9780","96.1","NULL","NULL","Census (Public); Stratified  2-stage cluster sample(Private)"
"351","Varicella","2 Doses (or disease history)","States","Vermont","2013-14","89.4","6771","100","*","NULL","Census"
